DealerCommunityActivated	Account_Number	HDID	Date	Name	ADD1	ADD2	City	State	Zip	Country	Phone	Lead_SMS_Phone	Request_A_Consultation	Lead_SMS_Notification	ShopAtHome	Rank	Email	Lead_Email	Website	HD_Website	HD_Website2	GalleryImage	Criteria_1	Criteria_2	Criteria_3	Criteria_4	Hours	Hours_Fr	By_Appointment_Only
true	10037687|1010|01|00		11/21/2019	Dynamic Window Coverings	82 LINCOLN AVE		PTG-LA-PRAIRI	MB	R1N 3T5	CA	(204) 857-5082		false	false	H	A	ghillm@shaw.ca	ghillm@shaw.ca		https://www.dynamicwindowcoverings.hunterdouglas.ca	www.dynamicwindowcoverings.hunterdouglas.ca						Please call for appointment.<br/>(204) 857-5082	Veuillez appeler pour une consultation.<br/>(204) 857-5082	false
true	10037927|1010|01|00		11/21/2019	John & Chris Interiors Ltd	660 Eglinton Ave E		Toronto	ON	M4G 2K2	CA	(416) 488-8863		false	false	B	A	anastasia4johnandchris@gmail.com	anastasia4johnandchris@gmail.com, johnandchrisinteriors@bellnet.ca		johnandchrisinteriors.hunterdouglas.ca	johnandchrisinteriors.hunterdouglas.ca					Centurion	M-F: 9:00 am - 6:00 pm, Sat: 10:00 am - 5:00 pm, Sun: Closed, 	LUN-VEN: 09H00 - 18H00, SAM: 10H00 - 17H00, DIM: Fermé, 	false
true	10037929|1010|01|00	676542	11/21/2019	Yantzi Building Supplies Ltd	985434 Perth-Oxford Rd		Tavistock	ON	N0B 2R0	CA	(519) 655-2014		false	false	B	B	darleney@yantzihomebuildingcentre.com	darleney@yantzihomebuildingcentre.com, sueb@yantzihomebuildingcentre.com		yantzitimbr.hunterdouglas.ca	yantzitimbr.hunterdouglas.ca						M-F: 7:30 am - 5:30 pm, Sat: 8:00 am - 4:00 pm, Sun: Closed, 	LUN-VEN: 07H30 - 17H30, SAM: 08H00 - 16H00, DIM: Fermé, 	false
true	10037932|1010|01|00		11/21/2019	Manz Decorating Centre	8015 Wyandotte St E		Windsor	ON	N8S 1T2	CA	(519) 945-8002		false	false	B	A	colours@cogeco.ca	info@manzdecor.com, colours@cogeco.ca		http://manzdecor.hunterdouglas.ca/	manzdecor.hunterdouglas.ca					Centurion	M-F: 8:00 am - 6:00 pm, Sat: 11:00 am - 4:00 pm, Sun: 11:00 am - 4:00 pm, 	LUN-VEN: 08H00 - 18H00, SAM: 11H00 - 16H00, DIM: 11H00 - 16H00, 	false
true	10037814|1010|01|00		11/21/2019	Windows & Walls Interior Designs Inc	120 INDUSTRIAL RD		WHITEHORSE	YT	Y1A 2T9	CA	(867) 334-7833		false	false	B	A	windowsandwalls@northwestel.net	windowsandwalls@northwestel.net								Centurion	Please call for store hours.<br/>(867) 334-7833	Appelez pour les heures de magasin.<br/>(867) 334-7833	false
true	10037816|1010|01|00		11/21/2019	Casa Decor Window Fashions Ltd	4040 Steeles Ave W	Suite 10	Woodbridge	ON	L4L 4Y5	CA	(416) 456-2748		false	false	B	A	casa_decor@bellnet.ca	jdizazzo@yorku.ca, casa_decor@bellnet.ca		casadecor.hunterdouglas.ca	casadecor.hunterdouglas.ca					Centurion	M-F: 9:00 am - 5:00 pm, Sat: 9:00 am - 4:00 pm, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: 09H00 - 16H00, DIM: Fermé, 	false
true	10037819|1010|01|00		11/21/2019	Westboro Flooring & Decor Inc	195 COLONNADE RD		NEPEAN	ON	K2E 7K3	CA	(613) 226-3830		false	false	B	A	jlusignan@westboroflooring.com	jlusignari@westboroflooring.com, araymond@westboroflooring.com									Please call for store hours.<br/>(613) 226-3830	Appelez pour les heures de magasin.<br/>(613) 226-3830	false
true	10024224|1000|01|00	241521	11/21/2019	Heath's Paint Center Inc	2905 N 4th St		Flagstaff	AZ	86004-1809	US	(928) 779-0355		false	false	B	A	aaa.heathspaint@gmail.com	aaa.heathspaint@gmail.com									Please call for store hours.<br/>(928) 779-0355	Appelez pour les heures de magasin.<br/>(928) 779-0355	false
true	10024226|1000|01|00	1409496	11/21/2019	High Country Design Services	622 Paseo Del Pueblo Sur	Ste B	Taos	NM	87571-5101	US	(575) 758-2723	(575) 779-0907	true	true	B	B	sharon@taosdesigner.com	sales@taosrealestatebroker.com, m@taosdesigner.com, sharon@taosdesigner.com		www.taoswindowcoverings.com	www.taoswindowcoverings.com					Centurion	M-F: 9:00 am - 5:00 pm, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10023950|1000|01|00	250573	11/21/2019	Isensee Floorcovering	1532 E Main St		Ventura	CA	93001-3310	US	(805) 648-5333		false	false	B	B	kathy@isenseefloorcovering.com	kathy@isenseefloorcovering.com, noel@isenseefloorcovering.com		www.isenseeventurablinds.com	www.isenseeventurablinds.com						M-F: 9:00 am - 5:30 pm, Sat: 10:00 am - 5:00 pm, Sun: Closed, 	LUN-VEN: 09H00 - 17H30, SAM: 10H00 - 17H00, DIM: Fermé, 	false
true	10023953|1000|01|00	244666	11/21/2019	J & J Drapery Workroom	10054 Prospect Ave	Ste L	Santee	CA	92071-4328	US	(619) 562-4600		false	false	B	A	jjdrapery@aol.com	jjdrapery@aol.com									Please call for store hours.<br/>(619) 562-4600	Appelez pour les heures de magasin.<br/>(619) 562-4600	false
true	10023954|1000|01|00	239722	11/21/2019	J C Blinds	6715 Eagle Rock Ave NE	Ste E	Albuquerque	NM	87113-1944	US	(505) 889-0507		false	false	B	B	jcblinds@comcast.net	jcblinds@comcast.net		www.jcblindsabqnm.com	www.jcblindsabqnm.com						M-F: 9:00 am - 5:00 pm, Sat: Closed, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: Fermé, DIM: Fermé, 	false
true	10023956|1000|01|00	1656402	11/21/2019	J Squared Interior Consultation	6247 W North Ln		Glendale	AZ	85302-1247	US	(623) 764-1363		false	false	H	A	jsquareddesign@cox.net	jsquareddesign@cox.net									Please call for appointment.<br/>(623) 764-1363	Veuillez appeler pour une consultation.<br/>(623) 764-1363	false
true	10024604|1000|01|00	1953545	11/21/2019	Galeana's Creation	651 Kirkstone Ct		San Ramon	CA	94582-1464	US	(925) 858-6927		false	false	H	A	v.mckeown@comcast.net	v.mckeown@comcast.net									Please call for appointment.<br/>(925) 858-6927	Veuillez appeler pour une consultation.<br/>(925) 858-6927	false
true	10025147|1000|01|00	1948113	11/21/2019	Beginning To End Interiors & Blinds	4453 Ashton Rd	Unit C	Sarasota	FL	34233-2270	US	(941) 924-4481		true	false	B	C	alan@b2end.com	alan@b2end.com		www.b2end.com/promotions	www.b2end.com					Centurion	M-F: 9:00 am - 5:00 pm, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10025150|1000|01|00	242498	11/21/2019	The Blind Broker	4551 N Dixie Hwy		Boca Raton	FL	33431-5029	US	(561) 394-8883		false	false	S	A	blindbroker@aol.com	blindbroker@aol.com									Please call for store hours.<br/>(561) 394-8883	Appelez pour les heures de magasin.<br/>(561) 394-8883	false
true	10025151|1000|01|00	255002	11/21/2019	The Blind Expert Of Naples Inc	7935 Airport Pulling Rd N	Ste 107	Naples	FL	34109-1746	US	(239) 591-1702		true	false	B	C	blindexpert@aol.com	blindexpert@aol.com		www.blindexpert.com	www.blindexpert.com						M-F: 9:00 am - 5:00 pm, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10025154|1000|01|00	411589	11/21/2019	Shutters and Shades	1528 Tomahawk Trl		Lakeland	FL	33813-3749	US	(863) 559-2257		false	false	H	A	fgutierr@tampabay.rr.com	fgutierr@tampabay.rr.com									Please call for appointment.<br/>(863) 559-2257	Veuillez appeler pour une consultation.<br/>(863) 559-2257	false
true	10025155|1000|01|00	254863	11/21/2019	Country Store Interiors	5401 Palmer Blvd		Sarasota	FL	34232-2783	US	(941) 371-4139		false	false	B	B	countrystoreint@comcast.net	countrystoreint@comcast.net		www.countrystoreinteriors.com	www.countrystoreinteriors.com						M-F: 8:00 am - 4:30 pm, Sat: Closed, Sun: Closed, 	LUN-VEN: 08H00 - 16H30, SAM: Fermé, DIM: Fermé, 	false
true	10025157|1000|01|00	234772	11/21/2019	Sunny South Paint & Decor	3202 Coral Way		Coral Gables	FL	33145-2234	US	(305) 445-9959		false	false	B	A	decor@thepaintersstore.com	andreinazuccaro@thepaintersstore.com		www.sunnysouthdecor.com	www.sunnysouthdecor.com						M-F: 7:30 am - 6:00 pm, Sat: 8:00 am - 5:00 pm, Sun: 9:00 am - 3:00 pm, 	LUN-VEN: 07H30 - 18H00, SAM: 08H00 - 17H00, DIM: 09H00 - 15H00, 	false
true	10025181|1000|01|00	557260	11/21/2019	Zubek Interiors	918B Kennedy Dr		Key West	FL	33040-4017	US	(305) 292-9113		false	false	H	A	rebekah@zubekinteriors.com	rebekah@zubekinteriors.com								Centurion	Please call for appointment.<br/>(305) 292-9113	Veuillez appeler pour une consultation.<br/>(305) 292-9113	false
true	10043122|1000|01|00	244460	11/21/2019	Calico Cat Ltd	10 Washington Ave		Grand Haven	MI	49417-1353	US	(616) 846-5830		false	false	B	A	bmjanusz@yahoo.com	bmjanusz@yahoo.com		www.calicocathomesdecor.com	www.calicocathomesdecor.com						M-Th: 10:00 am - 5:30 pm, F: 10:00 am - 8:00 pm, Sat: 10:00 am - 5:00 pm, Sun: 12:00 pm - 4:00 pm, 	LUN-JEU: 10H00 - 17H30, VEN: 10H00 - 20H00, SAM: 10H00 - 17H00, DIM: 12H00 - 16H00, 	false
true	10042764|1000|01|00	658068	11/21/2019	Custom Carpets Inc	5959 S Straits Hwy		Indian River	MI	49749-9467	US	(231) 238-9305		false	false	B	B	rob@customcarpetsindianriver.com	customcarpets@racc2000.com, rob@customcarpetsindianriver.com		www.miwindowtreatments.com	www.miwindowtreatments.com					Centurion	M-F: 9:00 am - 5:00 pm, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10042771|1000|01|00	1511403	11/21/2019	LaBarge Interiors Llc	857 Claremont Ct		Holland	MI	49423-7618	US	(616) 994-5690		true	false	H	A	labargedrapery@yahoo.com	labargedrapery@yahoo.com, labargedrapery@yahoo.com		www.labargeinteriorsmi.com	www.labargeinteriorsmi.com					Centurion	Please call for appointment.<br/>(616) 994-5690	Veuillez appeler pour une consultation.<br/>(616) 994-5690	false
true	10042789|1000|01|00	244402	11/21/2019	Interior Images-Holland	630 E 32nd St		Holland	MI	49423-5376	US	(616) 396-6395		false	false	B	A	interior-images@att.net	interior-images@att.net									Please call for store hours.<br/>(616) 396-6395	Appelez pour les heures de magasin.<br/>(616) 396-6395	false
true	10006433|1000|01|00	232919	11/21/2019	Doelling Decorating Center	753 Washington St		Valparaiso	IN	46383-6488	US	(219) 462-3043		true	false	B	C	doellingpaint@netzero.net	doellingpaint@netzero.net		www.doellings.com	www.doellings.com						M-F: 7:30 am - 5:30 pm, Sat: 8:00 am - 4:00 pm, Sun: Closed, 	LUN-VEN: 07H30 - 17H30, SAM: 08H00 - 16H00, DIM: Fermé, 	false
true	10043305|1000|01|00	283802	11/21/2019	Liberty Floor & Window Coverings	142 N Broad St		Griffith	IN	46319-2219	US	(219) 922-4000		false	false	S	A	rjohnson@libertyfloors.com	johnson.robert.e.1@att.net, rjohnson@libertyfloors.com									Please call for store hours.<br/>(219) 922-4000	Appelez pour les heures de magasin.<br/>(219) 922-4000	false
true	10042949|1000|01|00	235082	11/21/2019	Sauder Furniture, Inc.	317 N Main St		Roanoke	IL	61561-7515	US	(309) 923-5221		true	false	B	B	sfi@mchsi.com	wade@shopsauderfurniture.com, sfi@mchsi.com, sfi@mchsi.com, marylou@shopsauderfurniture.com		www.shopsauderfurniture.com	www.shopsauderfurniture.com					Centurion	M-F: 8:00 am - 5:30 pm, Sat: 8:00 am - 3:00 pm, Sun: Closed, 	LUN-VEN: 08H00 - 17H30, SAM: 08H00 - 15H00, DIM: Fermé, 	false
true	10042968|1000|01|00	235067	11/21/2019	SunGard Window Fashions	4222 N Sheridan Rd		Peoria	IL	61614-7121	US	(309) 688-8750		true	false	B	C	alishia@sungardwindows.com	michelle@sungardwindows.com, peoriasungard@sbcglobal.net, alishia@sungardwindows.com		www.peoriablinds.com	www.peoriablinds.com					Centurion	M-F: 9:00 am - 5:00 pm, Sat: 10:00 am - 2:00 pm, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: 10H00 - 14H00, DIM: Fermé, 	false
true	10026952|1000|01|00	2813550	11/21/2019	KH Home, LLC	27 S Main St		Clarkston	MI	48346-1525	US	(248) 625-1655		false	false	B	A	gloria@harrisonsclarkston.com	kevin@khhomeonline.com, kevin@harrisonsclarkston.com		www.khhome.hdwfdealer.com	Click here to visit this dealer's website					Centurion	M-F: 10:00 am - 6:00 pm, Sat: 10:00 am - 6:00 pm, Sun: Closed, 	LUN-VEN: 10H00 - 18H00, SAM: 10H00 - 18H00, DIM: Fermé, 	false
true	10026966|1000|01|00	2502526	11/21/2019	Interiors by Neville of Ithaca	712 E Center St		Ithaca	MI	48847-1545	US	(989) 875-4911		false	false	B	A	jeffbenesh2003@yahoo.com	jeffbenesh2003@yahoo.com, brian.intbynev@gmail.com									Please call for store hours.<br/>(989) 875-4911	Appelez pour les heures de magasin.<br/>(989) 875-4911	false
true	10026967|1000|01|00	2850615	11/21/2019	Michigan Tile & Carpet	99 Columbia Ave E		Battle Creek	MI	49015-3705	US	(269) 962-6227		false	false	S	A	bjohnson@michtile.com	astark@michtile.com, bjohnson@michtile.com								Centurion	Please call for store hours.<br/>(269) 962-6227	Appelez pour les heures de magasin.<br/>(269) 962-6227	false
true	10027005|1000|01|00	2780176	11/21/2019	L & P Carpet Inc	1409 N Carbon St		Marion	IL	62959-4642	US	(618) 833-8913		false	false	B	A	pam@lpcarpet.com	pam@lpcarpet.com								Centurion	Please call for store hours.<br/>(618) 833-8913	Appelez pour les heures de magasin.<br/>(618) 833-8913	false
true	10024456|1010|01|00	3436801	11/21/2019	Decoration Pare	5650 boul Jean-XXIII		Trois-Rivieres	QC	G8Z 4B3	CA	(819) 371-2350		false	false	B	A	decopare393@outlook.com	decopare393@outlook.com									M-W: 9:00 am - 5:30 pm, Th-F: 9:00 am - 9:00 pm, Sat: 9:00 am - 5:00 pm, Sun: Closed, 	LUN-MER: 09H00 - 17H30, JEU-VEN: 09H00 - 21H00, SAM: 09H00 - 17H00, DIM: Fermé, 	false
true	10024459|1010|01|00	2763524	11/21/2019	Relish Interiors	1720 14th Ave	Unit 115A	Campbell River	BC	V9W 8B9	CA	(250) 850-7183		false	false	B	A	leah@relishinteriors.com	leah@relishinteriors.com		http://relishinteriors.hunterdouglas.ca	relishinteriors.hunterdouglas.ca					Centurion	M-F: 9:00 am - 5:00 pm, Sat: Please call for store hours., Sun: Please call for store hours., 	LUN-VEN: 09H00 - 17H00, SAM: Appelez pour les heures de magasin., DIM: Appelez pour les heures de magasin., 	false
true	10024974|1010|01|00	2264726	11/21/2019	Tops To Floors Inc	11 Macaleer Dr		Charlottetown	PE	C1E 2A1	CA	(902) 894-6070		false	false	B	A		eddy@topstofloors.com, lisa@topstofloors.com, jim@topstofloors.com								Centurion	M-W: 8:30 am - 5:00 pm, Th: 8:30 am - 7:00 pm, F: 8:30 am - 5:00 pm, Sat: 9:00 am - 1:00 pm, Sun: Closed, 	LUN-MER: 08H30 - 17H00, JEU: 08H30 - 19H00, VEN: 08H30 - 17H00, SAM: 09H00 - 13H00, DIM: Fermé, 	false
true	10025188|1010|01|00	678428	11/21/2019	New Image Interiors	3298 Shearwater Dr		Nanaimo	BC	V9T 6A1	CA	(250) 616-7971		false	false	H	A	dean@newimageinteriors.ca	dean@newimageinteriors.ca		http://newimageinteriors.hunterdouglas.ca/	newimageinteriors.hunterdouglas.ca						Please call for appointment.<br/>(250) 758-1244	Veuillez appeler pour une consultation.<br/>(250) 758-1244	false
true	10027512|1010|01|00		11/21/2019	Novo Blinds	1768 Bowness Wynd SW	Suite 2	Edmonton	AB	T6W 3T1	CA	(780) 245-0190		false	false	B	A	novoblinds@gmail.com	novoblinds@gmail.com									Please call for store hours.<br/>(780) 245-0190	Appelez pour les heures de magasin.<br/>(780) 245-0190	false
true	10027528|1010|01|00		11/21/2019	Verti-Shade	150 Main St S		Kenora	ON	P9N 1S9	CA	(807) 464-3332		false	false	B	A	darryl.brown@verti-shade.com	store@verti-shade.com, darryl.brown@verti-shade.com									M-F: 9:00 am - 5:30 pm, Sat: 10:00 am - 4:00 pm, Sun: 11:00 am - 3:00 pm, 	LUN-VEN: 09H00 - 17H30, SAM: 10H00 - 16H00, DIM: 11H00 - 15H00, 	false
true	10036876|1010|01|00	3024134	11/21/2019	Alberta Hardwood/Ann Cutting	621 Manitou Rd SE		Calgary	AB	T2G 4C2	CA	(403) 287-6077		false	false	B	C		s.reanne@hotmail.com, ann@anncuttingdesigns.com		anncuttingdesigns.hunterdouglas.ca	anncuttingdesigns.hunterdouglas.ca					Centurion	M-F: 9:00 am - 5:00 pm, Sat: 9:00 am - 4:30 pm, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: 09H00 - 16H30, DIM: Fermé, 	false
true	10037532|1010|01|00	1433495	11/21/2019	Verti-Kal	8250 ch Devonshire		Mont-Royal	QC	H4P 2P7	CA	(514) 733-6468		false	false	B	B	hal@verti-kal.com	kelsey@verti-kal.com, hal@verti-kal.com, mad@verti-kal.com		verti-kal.hunterdouglas.ca	verti-kal.hunterdouglas.ca					Centurion	M-F: 9:00 am - 5:30 pm, Sat: 10:00 am - 3:00 pm, Sun: Please call for store hours., 	LUN-VEN: 09H00 - 17H30, SAM: 10H00 - 15H00, DIM: Appelez pour les heures de magasin., 	false
true	10037534|1010|01|00	688858	11/21/2019	Complete Blinds Inc	102 Commerce Park Dr	Suite 12	Barrie	ON	L4N 8W8	CA	(705) 727-0567		false	false	B	C	dave@completeblinds.com	sales@completeblinds.com, dave@completeblinds.com		www.completeblinds.com	completeblinds.com					Centurion	M-F: 9:30 am - 5:00 pm, Sat: 10:00 am - 2:00 pm, Sun: Closed, 	LUN-VEN: 09H30 - 17H00, SAM: 10H00 - 14H00, DIM: Fermé, 	false
true	10037728|1010|01|00	1791991	11/21/2019	Braid Flooring And Window Fashions	2301 Millar Ave	Ste 1	Saskatoon	SK	S7K 2Y1	CA	(306) 244-1973		false	false	B	C	sherryv@braidflooring.com	fax@braidflooring.com, nicolec@braidflooring.com, sherryv@braidflooring.com		braidflooring.hunterdouglas.ca	braidflooring.hunterdouglas.ca					Centurion	M-F: 9:30 am - 5:30 pm, Sat: 10:00 am - 4:00 pm, Sun: Please call for store hours., 	LUN-VEN: 09H30 - 17H30, SAM: 10H00 - 16H00, DIM: Appelez pour les heures de magasin., 	false
true	10037730|1010|01|00		11/21/2019	Floor Coverings International	8 County Rd 42 RR 2		Maidstone	ON	N0R 1K0	CA	(519) 735-5515		false	false	B	A	pamwellings@hotmail.com	wellings@bellnet.ca, pamwellings@hotmail.com		floorcoveringsinternational.hunterdouglas.ca	floorcoveringsinternational.hunterdouglas.ca						M-F: 9:00 am - 5:00 pm, Sat: By Appointment Only, Sun: By Appointment Only, 	LUN-VEN: 09H00 - 17H00, SAM: Sur rendez-vous uniquement, DIM: Sur rendez-vous uniquement, 	false
true	10037744|1010|01|00		11/21/2019	Superb Discount Window Fashions Ltd.	5109 STEELES AVE W	11	NORTH YORK	ON	M9L 2Y8	CA	(416) 543-1037		false	false	B	A	info@savalan.ca	info@savalan.ca									Please call for store hours.<br/>(416) 543-1037	Appelez pour les heures de magasin.<br/>(416) 543-1037	false
true	10037747|1010|01|00		11/21/2019	Rose Draperies Ltd	371 Athlone Ave		Ottawa	ON	K1Z 5M3	CA	(613) 728-0339		false	false	B	A	tony@rosedraperies.com	tony@rosedraperies.com									Please call for store hours.<br/>(613) 728-0339	Appelez pour les heures de magasin.<br/>(613) 728-0339	false
true	10006582|1010|01|00		11/21/2019	C & M Textiles Inc	1547 Merivale Rd	Unit 15	Ottawa	ON	K2G 4V3	CA	(613) 727-1547		false	false	B	A	matthew@cmtextiles.com	anna@cmtextiles.com, matthew@cmtextiles.com									Please call for store hours.<br/>(613) 727-1547	Appelez pour les heures de magasin.<br/>(613) 727-1547	false
true	10037751|1010|01|00		11/21/2019	Lakeshore Designs	2968 Lakefield Rd		Selwyn	ON	K9J 6X5	CA	(705) 748-3875		false	false	S	A	ajones@lakeshorehd.ca	angela@lakeshorehd.ca		lakeshorehd.hunterdouglas.ca	lakeshorehd.hunterdouglas.ca					Centurion	M-W: 10:00 am - 5:00 pm, Th-F: 10:00 am - 6:00 pm, Sat: 11:00 am - 5:00 pm, Sun: Closed, 	LUN-MER: 10H00 - 17H00, JEU-VEN: 10H00 - 18H00, SAM: 11H00 - 17H00, DIM: Fermé, 	false
true	10037593|1010|01|00		11/21/2019	Torrance Custom Interiors	31 Taylor St		BRUCE MINES	ON	P0R 1C0	CA	(705) 785-3463		false	false	S	A	brian.torrance@on.aibn.com	brian.torrance@on.aibn.com		http://torrancecustominteriors.hunterdouglas.ca/	torrancecustominteriors.hunterdouglas.ca						Please call for store hours.<br/>(705) 785-3463	Appelez pour les heures de magasin.<br/>(705) 785-3463	true
true	10037610|1010|01|00		11/21/2019	Your Sweet Home	4548 Dufferin St	Suite 105	North York	ON	M3H 5R9	CA	(416) 489-2301		false	false	B	A	yoursweethome@bellnet.ca	yoursweethome@bellnet.ca, info@ysh-inc.com		yoursweethome.hunterdouglas.ca	yoursweethome.hunterdouglas.ca					Centurion	M-F: 10:00 am - 6:00 pm, Sat: Closed, Sun: Closed, 	LUN-VEN: 10H00 - 18H00, SAM: Fermé, DIM: Fermé, 	false
true	10049898|1010|01|00		11/21/2019	Newcastle Home Hardware	170 Pleasant St		Miramichi	NB	E1V 1Y1	CA	(506) 622-3318		false	false	B	A	norma.gray@hotmail.com	norma.gray@hotmail.com									Please call for store hours.<br/>(506) 622-3318	Appelez pour les heures de magasin.<br/>(506) 622-3318	false
true	10013101|1010|01|00		11/21/2019	Paint Shop Home Decorating Center	979 Topsail Rd		Mount Pearl	NL	A1N 3K1	CA	(709) 364-1021		false	false	B	B	elizabeth.jackman@thepaintshop.ca	elizabeth.jackman@thepaintshop.ca, meg.wallace@thepaintshop.ca, elizabeth.jackman@thepaintshop.ca									Please call for store hours.<br/>(709) 364-1021	Appelez pour les heures de magasin.<br/>(709) 364-1021	false
true	10013102|1010|01|00		11/21/2019	Topsail Decor Limited - Torbay Road	445 TORBAY RD	2	ST. JOHN'S	NL	A1A 5C9	CA	(709) 739-6955		false	false	B	A	meg.wallace@thepaintshop.ca	darrell.traverse@psatlantic.ca, meg.wallace@thepaintshop.ca									Please call for store hours.<br/>(709) 739-6955	Appelez pour les heures de magasin.<br/>(709) 739-6955	false
true	10049922|1010|01|00		11/21/2019	Quail Cottage Amenties	8008 Rd 223 Km 4 Alaska Hwy		DAWSON CREEK	BC	V1G 4E7	CA	(250) 782-4965		false	false	S	A	judy@qcamenities.com	judy@qcamenities.com		https://www.quailcottageamenities.hunterdouglas.ca/	quailcottageamenities.hunterdouglas.ca						M-F: By Appointment Only, Sat: By Appointment Only, Sun: By Appointment Only, 	LUN-VEN: Sur rendez-vous uniquement, SAM: Sur rendez-vous uniquement, DIM: Sur rendez-vous uniquement, 	true
true	10023865|1000|01|00	244712	11/21/2019	Altra Home Decor	11325 W Bell Rd	Ste 200	Surprise	AZ	85378-9372	US	(623) 875-4895	(602) 694-4233	true	true	B	C	mariannep@altrahomedecor.com	suer@altrahomedecor.com, mariannep@altrahomedecor.com		www.altrahomedecor.com	www.altrahomedecor.com					Centurion	M-F: 9:00 am - 5:00 pm, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10023866|1000|01|00	238960	11/21/2019	Andrighetti Designs	11855 N Saguaro Blvd		Fountain Hills	AZ	85268-4693	US	(480) 837-4879		false	false	B	A	andrighettidesigns@gmail.com	andrighettidesigns@gmail.com, andrighettidesigns@gmail.com, andrighettidesigns@gmail.com									Please call for store hours.<br/>(480) 837-4879	Appelez pour les heures de magasin.<br/>(480) 837-4879	false
true	10023869|1000|01|00	1444901	11/21/2019	AZ Custom Designs LLC	15475 N Greenway Hayden Loop	Ste B1	Scottsdale	AZ	85260-1616	US	(480) 659-6440		false	false	B	B	dan@azcustomdesigns.net	art@azcustomsdesighns.net, dan@azcustomdesigns.net, margaret@azcustomdesigns.net		www.azscreensolutions.com	www.azscreensolutions.com						M-F: 8:00 am - 4:00 pm, Sat: Closed, Sun: Closed, 	LUN-VEN: 08H00 - 16H00, SAM: Fermé, DIM: Fermé, 	false
true	10023870|1000|01|00	1397033	11/21/2019	Arcadia Blind & Shutter LLC	2921 N 68th St	Ste 1	Scottsdale	AZ	85251-6849	US	(480) 248-8047		false	false	B	A	russell@arcadiablindandshutter.com	russell@arcadiablindandshutter.com, audreyjulian@cox.net, karen@arcadiablindandshutter.com									Please call for store hours.<br/>(480) 248-8047	Appelez pour les heures de magasin.<br/>(480) 248-8047	false
true	10024099|1000|01|00	1286616	11/21/2019	Budget Blinds Of Oakland	900 Doolittle Dr	Ste 2A	San Leandro	CA	94577-1029	US	(510) 357-2400		false	false	S	A	ddugan@budgetblinds.com	ddugan@budgetblinds.com, carlareyesa26@gmail.com									Please call for store hours.<br/>(510) 357-2400	Appelez pour les heures de magasin.<br/>(510) 357-2400	false
true	10024101|1000|01|00	1243337	11/21/2019	Builder's Flooring	324 N Minnewawa Ave		Clovis	CA	93612-0207	US	(559) 297-8802		false	false	S	A	clay@buildersflooring.com	clay@buildersflooring.com									Please call for store hours.<br/>(559) 297-8802	Appelez pour les heures de magasin.<br/>(559) 297-8802	false
true	10024102|1000|01|00	1768661	11/21/2019	Distinct Interiors	1503 US Highway 395 N	Ste I	Gardnerville	NV	89410-5227	US	(775) 783-4352	775-220-0361	true	true	B	B	distinctinteriors775@gmail.com	distinctinteriors775@gmail.com		www.distinctwindowcoverings.com	www.distinctwindowcoverings.com					Centurion	M-F: 10:00 am - 5:30 pm, Sat: 11:00 am - 4:00 pm, Sun: Closed, 	LUN-VEN: 10H00 - 17H30, SAM: 11H00 - 16H00, DIM: Fermé, 	false
true	10025560|1000|01|00	2295587	11/21/2019	Yampa Valley Design	2851 Riverside Plz	Unit 150	Steamboat Springs	CO	80487-5084	US	(970) 879-7122		false	false	B	A	charlotte@zirkel.us	charlotte@zirkel.us		www.yampavalleydesign.hdwfdealer.com	Click here to visit this dealer's website					Centurion	Please call for store hours.<br/>(970) 879-7122	Appelez pour les heures de magasin.<br/>(970) 879-7122	false
true	10025573|1000|01|00	240210	11/21/2019	Simpler Pleasures	433 Main St		Chatham	MA	02633-2460	US	(508) 945-4040		false	false	B	A	hmcg17@hotmail.com	decorate@simplerpleasures.com, hmcg17@hotmail.com									Please call for store hours.<br/>(508) 945-4040	Appelez pour les heures de magasin.<br/>(508) 945-4040	false
true	10025591|1000|01|00	2724305	11/21/2019	The Drapery House, Inc	438 Harrison St SE		Leesburg	VA	20175-3721	US	(703) 669-9622		false	false	B	B	denise@thedraperyhouse.net	designers@thedraperyhouse.net, thedraperyhouse@verizon.net, denise@thedraperyhouse.net		www.draperyhousedesign.com	www.draperyhousedesign.com					Centurion	M: Closed, T-F: 10:00 am - 5:00 pm, Sat: 10:00 am - 5:00 pm, Sun: Closed, 	LUN: Fermé, MAR-VEN: 10H00 - 17H00, SAM: 10H00 - 17H00, DIM: Fermé, 	false
